Timestamp,Player_X,Player_Y,Circle_X,Circle_Y,Point1_X,Point1_Y,Point2_X,Point2_Y,Point3_X,Point3_Y
2024-03-02 13:23:53.155,0,0,0.02357023,0.02357023,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.492,0,0,0.02357023,0.02357023,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.535,0,0,0.04714046,0.04714046,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.549,0,0,0.04855467,0.04855467,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.573,0,0,0.04952696,0.04952696,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.588,0,0,0.05121881,0.05121881,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.613,0,0,0.05223931,0.05223931,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.645,0,0,0.0539825,0.0539825,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.665,0,0,0.05627816,0.05627816,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.673,0,0,0.05764294,0.05764294,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.683,0,0,0.05824614,0.05824614,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.698,0,0,0.05896957,0.05896957,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.707,0,0,0.05996681,0.05996681,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.732,0,0,0.0605965,0.0605965,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.742,0,0,0.06246313,0.06246313,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.766,0,0,0.06307749,0.06307749,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.772,0,0,0.06484256,0.06484256,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.782,0,0,0.06527176,0.06527176,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.793,0,0,0.06596711,0.06596711,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.805,0,0,0.06661188,0.06661188,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.818,0,0,0.06749697,0.06749697,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.829,0,0,0.068487,0.068487,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.839,0,0,0.06927542,0.06927542,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.852,0,0,0.06999779,0.06999779,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.865,0,0,0.07092262,0.07092262,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.877,0,0,0.07183807,0.07183807,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.890,0,0,0.07266094,0.07266094,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.903,0,0,0.07366793,0.07366793,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.914,0,0,0.07454382,0.07454382,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.927,0,0,0.07537125,0.07537125,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.940,0,0,0.07627444,0.07627444,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.952,0,0,0.07712463,0.07712463,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.964,0,0,0.07797505,0.07797505,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.975,0,0,0.07881939,0.07881939,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:53.988,0,0,0.07954415,0.07954415,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.000,0,0,0.080539,0.080539,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.011,0,0,0.08135208,0.08135208,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.023,0,0,0.08217588,0.08217588,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.034,0,0,0.08295445,0.08295445,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.046,0,0,0.08386589,0.08386589,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.060,0,0,0.08461989,0.08461989,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.069,0,0,0.08559176,0.08559176,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.079,0,0,0.08626784,0.08626784,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.093,0,0,0.08688061,0.08688061,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.101,0,0,0.08786638,0.08786638,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.116,0,0,0.08850284,0.08850284,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.124,0,0,0.08955198,0.08955198,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.137,0,0,0.0900804,0.0900804,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.150,0,0,0.09100212,0.09100212,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.164,0,0,0.09192614,0.09192614,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.178,0,0,0.0929778,0.0929778,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.189,0,0,0.09398029,0.09398029,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.202,0,0,0.09475455,0.09475455,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.214,0,0,0.09568626,0.09568626,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.226,0,0,0.09644675,0.09644675,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.237,0,0,0.09738036,0.09738036,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.250,0,0,0.0980821,0.0980821,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.261,0,0,0.09906839,0.09906839,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.274,0,0,0.09984141,0.09984141,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.286,0,0,0.100778,0.100778,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.296,0,0,0.1015353,0.1015353,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.308,0,0,0.1023923,0.1023923,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.321,0,0,0.1032135,0.1032135,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.329,0,0,0.104052,0.104052,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.343,0,0,0.1046622,0.1046622,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.355,0,0,0.1055675,0.1055675,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.365,0,0,0.1065385,0.1065385,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.376,0,0,0.107131,0.107131,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.389,0,0,0.1079292,0.1079292,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.403,0,0,0.1088241,0.1088241,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.411,0,0,0.1099088,0.1099088,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.425,0,0,0.1104296,0.1104296,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.437,0,0,0.1113859,0.1113859,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.448,0,0,0.1122545,0.1122545,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.461,0,0,0.1129787,0.1129787,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.468,0,0,0.1139046,0.1139046,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.479,0,0,0.1144637,0.1144637,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.493,0,0,0.1151724,0.1151724,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.501,0,0,0.1162338,0.1162338,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.516,0,0,0.1167834,0.1167834,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.524,0,0,0.1178095,0.1178095,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.539,0,0,0.1183878,0.1183878,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.548,0,0,0.1194776,0.1194776,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.559,0,0,0.1200873,0.1200873,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.571,0,0,0.1208077,0.1208077,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.583,0,0,0.1216822,0.1216822,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.594,0,0,0.1225885,0.1225885,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.605,0,0,0.1233613,0.1233613,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.617,0,0,0.1241614,0.1241614,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.628,0,0,0.1249848,0.1249848,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.639,0,0,0.1257209,0.1257209,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.652,0,0,0.1265824,0.1265824,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.663,0,0,0.127404,0.127404,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.673,0,0,0.1282717,0.1282717,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.686,0,0,0.128954,0.128954,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.696,0,0,0.1297985,0.1297985,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.710,0,0,0.1305382,0.1305382,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.719,0,0,0.1315988,0.1315988,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.730,0,0,0.1321868,0.1321868,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.743,0,0,0.1329798,0.1329798,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.757,0,0,0.1338501,0.1338501,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.766,0,0,0.1348296,0.1348296,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.780,0,0,0.1354637,0.1354637,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.787,0,0,0.1365087,0.1365087,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.798,0,0,0.1370535,0.1370535,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.808,0,0,0.1377922,0.1377922,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.820,0,0,0.1384982,0.1384982,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.830,0,0,0.139302,0.139302,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.842,0,0,0.1400944,0.1400944,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.852,0,0,0.1408634,0.1408634,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.863,0,0,0.1416413,0.1416413,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.876,0,0,0.1423616,0.1423616,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.888,0,0,0.1432249,0.1432249,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.900,0,0,0.1442324,0.1442324,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.907,0,0,0.1450712,0.1450712,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.923,0,0,0.1455636,0.1455636,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.931,0,0,0.1466376,0.1466376,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.942,0,0,0.1472,0.1472,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.953,0,0,0.1479292,0.1479292,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.966,0,0,0.148766,0.148766,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.976,0,0,0.1496039,0.1496039,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.989,0,0,0.1503442,0.1503442,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:54.999,0,0,0.1512369,0.1512369,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.010,0,0,0.151992,0.151992,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.021,0,0,0.152741,0.152741,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.032,0,0,0.1535354,0.1535354,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.042,0,0,0.1543306,0.1543306,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.054,0,0,0.1550239,0.1550239,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.066,0,0,0.1558768,0.1558768,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.076,0,0,0.1566888,0.1566888,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.087,0,0,0.1574045,0.1574045,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.100,0,0,0.1582599,0.1582599,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.109,0,0,0.159094,0.159094,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.121,0,0,0.1598053,0.1598053,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.133,0,0,0.1606478,0.1606478,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.144,0,0,0.161495,0.161495,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.157,0,0,0.1622039,0.1622039,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.168,0,0,0.163123,0.163123,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.179,0,0,0.163956,0.163956,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.190,0,0,0.1647053,0.1647053,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.200,0,0,0.1654848,0.1654848,0.21216,0.21216,-0.21216,0.21216,0,0.3
2024-03-02 13:23:55.212,0,0,0.1662505,0.1662505,0.21216,0.21216,-0.21216,0.21216,0,0.3
